index,DEPTH,DT,GR,NPHI,PEF,RHOB,WELL
18036,1992.1,73.6136,95.066,,,,15/9-F-11 B
18037,1992.2,73.6136,95.712,,,,15/9-F-11 B
18038,1992.3,73.6136,93.17,,,,15/9-F-11 B
18039,1992.4,73.6136,93.187,,,,15/9-F-11 B
18040,1992.5,73.6136,96.074,,,,15/9-F-11 B
18041,1992.6,73.6136,99.359,,,,15/9-F-11 B
18042,1992.7,73.6136,100.351,,,,15/9-F-11 B
18043,1992.8,73.6136,97.29,,,,15/9-F-11 B
18044,1992.9,73.6136,97.319,,,,15/9-F-11 B
18045,1993.0,73.6136,99.44,,,,15/9-F-11 B
18046,1993.1,73.6136,99.377,,,,15/9-F-11 B
18047,1993.2,73.6136,99.78,,,,15/9-F-11 B
18048,1993.3,73.6136,101.955,,,,15/9-F-11 B
18049,1993.4,73.6136,97.327,,,,15/9-F-11 B
18050,1993.5,73.6136,100.145,,,,15/9-F-11 B
18051,1993.6,73.6136,102.724,,,,15/9-F-11 B
18052,1993.7,73.6136,97.937,,,,15/9-F-11 B
18053,1993.8,73.6136,92.275,,,,15/9-F-11 B
18054,1993.9,73.6136,89.177,,,,15/9-F-11 B
18055,1994.0,73.6136,88.219,,,,15/9-F-11 B
18056,1994.1,73.6136,84.501,,,,15/9-F-11 B
18057,1994.2,73.6136,79.353,,,,15/9-F-11 B
18058,1994.3,73.6136,82.001,,,,15/9-F-11 B
18059,1994.4,73.6136,86.511,,,,15/9-F-11 B
18060,1994.5,73.6136,87.898,,,,15/9-F-11 B
18061,1994.6,73.6136,86.966,,,,15/9-F-11 B
18062,1994.7,73.6136,92.531,,,,15/9-F-11 B
18063,1994.8,73.6136,95.825,,,,15/9-F-11 B
18064,1994.9,73.6136,95.031,,,,15/9-F-11 B
18065,1995.0,73.6136,93.343,,,,15/9-F-11 B
18066,1995.1,73.6136,95.066,,,,15/9-F-11 B
18067,1995.2,73.6136,90.737,,,,15/9-F-11 B
18068,1995.3,73.6136,93.347,,,,15/9-F-11 B
18069,1995.4,73.6136,94.85,,,,15/9-F-11 B
18070,1995.5,73.6136,93.565,,,,15/9-F-11 B
18071,1995.6,73.6136,93.714,,,,15/9-F-11 B
18072,1995.7,73.6136,91.21,,,,15/9-F-11 B
18073,1995.8,73.6136,92.892,,,,15/9-F-11 B
18074,1995.9,73.6136,94.684,,,,15/9-F-11 B
18075,1996.0,73.6136,90.976,,,,15/9-F-11 B
18076,1996.1,73.6136,92.687,,,,15/9-F-11 B
18077,1996.2,73.6136,97.376,,,,15/9-F-11 B
18078,1996.3,73.6136,98.314,,,,15/9-F-11 B
18079,1996.4,73.6136,91.814,,,,15/9-F-11 B
18080,1996.5,73.6136,87.453,,,,15/9-F-11 B
18081,1996.6,73.6136,88.251,,,,15/9-F-11 B
18082,1996.7,73.6136,88.152,,,,15/9-F-11 B
18083,1996.8,73.6136,90.463,,,,15/9-F-11 B
18084,1996.9,73.6136,90.731,,,,15/9-F-11 B
18085,1997.0,73.6136,95.197,,,,15/9-F-11 B
18086,1997.1,73.6136,95.074,,,,15/9-F-11 B
18087,1997.2,73.6136,92.873,,,,15/9-F-11 B
18088,1997.3,73.6136,91.605,,,,15/9-F-11 B
18089,1997.4,73.6136,90.456,,,,15/9-F-11 B
18090,1997.5,73.6136,91.157,,,,15/9-F-11 B
18091,1997.6,73.6136,92.072,,,,15/9-F-11 B
18092,1997.7,73.6136,90.459,,,,15/9-F-11 B
18093,1997.8,73.6136,86.89,,,,15/9-F-11 B
18094,1997.9,73.6136,89.548,,,,15/9-F-11 B
18095,1998.0,73.6136,94.669,,,,15/9-F-11 B
18096,1998.1,73.6136,92.562,,,,15/9-F-11 B
18097,1998.2,73.6136,90.81,,,,15/9-F-11 B
18098,1998.3,73.6136,93.711,,,,15/9-F-11 B
18099,1998.4,73.6136,92.778,,,,15/9-F-11 B
18100,1998.5,73.6136,91.268,,,,15/9-F-11 B
18101,1998.6,73.6136,88.078,,,,15/9-F-11 B
18102,1998.7,73.6136,89.415,,,,15/9-F-11 B
18103,1998.8,73.6136,93.599,,,,15/9-F-11 B
18104,1998.9,73.6136,93.915,,,,15/9-F-11 B
18105,1999.0,73.6136,93.963,,,,15/9-F-11 B
18106,1999.1,73.6136,95.602,,,,15/9-F-11 B
18107,1999.2,73.6136,98.557,,,,15/9-F-11 B
18108,1999.3,73.6136,96.767,,,,15/9-F-11 B
18109,1999.4,73.6136,100.073,,,,15/9-F-11 B
18110,1999.5,73.6136,101.551,,,,15/9-F-11 B
18111,1999.6,73.6136,100.998,,,,15/9-F-11 B
18112,1999.7,73.6136,99.754,,,,15/9-F-11 B
18113,1999.8,73.6136,95.258,,,,15/9-F-11 B
18114,1999.9,73.6136,97.189,,,,15/9-F-11 B
18115,2000.0,73.6136,94.487,,,,15/9-F-11 B
18116,2000.1,73.6136,98.131,,,,15/9-F-11 B
18117,2000.2,73.6136,99.754,,,,15/9-F-11 B
18118,2000.3,73.6136,94.899,,,,15/9-F-11 B
18119,2000.4,73.6136,98.615,,,,15/9-F-11 B
18120,2000.5,73.6136,96.762,,,,15/9-F-11 B
18121,2000.6,73.6136,95.677,,,,15/9-F-11 B
18122,2000.7,73.6136,97.615,,,,15/9-F-11 B
18123,2000.8,73.6136,96.751,,,,15/9-F-11 B
18124,2000.9,73.6136,98.772,,,,15/9-F-11 B
18125,2001.0,73.6136,98.168,,,,15/9-F-11 B
18126,2001.1,73.6136,97.565,,,,15/9-F-11 B
18127,2001.2,73.6136,97.778,,,,15/9-F-11 B
18128,2001.3,73.6136,96.072,,,,15/9-F-11 B
18129,2001.4,73.6136,98.356,,,,15/9-F-11 B
18130,2001.5,73.6136,96.179,,,,15/9-F-11 B
18131,2001.6,73.6136,94.622,,,,15/9-F-11 B
18132,2001.7,73.6136,92.876,,,,15/9-F-11 B
18133,2001.8,73.6136,94.629,,,,15/9-F-11 B
18134,2001.9,73.6136,95.464,,,,15/9-F-11 B
18135,2002.0,73.6136,96.23,,,,15/9-F-11 B
18136,2002.1,73.6136,94.408,,,,15/9-F-11 B
18137,2002.2,73.6136,92.095,,,,15/9-F-11 B
18138,2002.3,73.6136,92.314,,,,15/9-F-11 B
18139,2002.4,73.6136,89.691,,,,15/9-F-11 B
18140,2002.5,73.6136,91.696,,,,15/9-F-11 B
18141,2002.6,73.6136,94.147,,,,15/9-F-11 B
18142,2002.7,73.6136,94.59,,,,15/9-F-11 B
18143,2002.8,73.6136,98.839,,,,15/9-F-11 B
18144,2002.9,73.6136,104.84,,,,15/9-F-11 B
18145,2003.0,73.6136,106.471,,,,15/9-F-11 B
18146,2003.1,73.6136,99.517,,,,15/9-F-11 B
18147,2003.2,73.6136,100.575,,,,15/9-F-11 B
18148,2003.3,73.6136,95.885,,,,15/9-F-11 B
18149,2003.4,73.6136,95.239,,,,15/9-F-11 B
18150,2003.5,73.6136,94.27,,,,15/9-F-11 B
18151,2003.6,73.6136,95.575,,,,15/9-F-11 B
18152,2003.7,73.6136,92.804,,,,15/9-F-11 B
18153,2003.8,73.6136,96.774,,,,15/9-F-11 B
18154,2003.9,73.6136,98.223,,,,15/9-F-11 B
18155,2004.0,73.6136,93.496,,,,15/9-F-11 B
18156,2004.1,73.6136,99.068,,,,15/9-F-11 B
18157,2004.2,73.6136,104.921,,,,15/9-F-11 B
18158,2004.3,73.6136,104.881,,,,15/9-F-11 B
18159,2004.4,73.6136,101.271,,,,15/9-F-11 B
18160,2004.5,73.6136,96.739,,,,15/9-F-11 B
18161,2004.6,73.6136,92.316,,,,15/9-F-11 B
18162,2004.7,73.6136,90.287,,,,15/9-F-11 B
18163,2004.8,73.6136,95.988,,,,15/9-F-11 B
18164,2004.9,73.6136,96.647,,,,15/9-F-11 B
18165,2005.0,73.6136,95.394,,,,15/9-F-11 B
18166,2005.1,73.6136,96.525,,,,15/9-F-11 B
18167,2005.2,73.6136,95.112,,,,15/9-F-11 B
18168,2005.3,73.6136,94.195,,,,15/9-F-11 B
18169,2005.4,73.6136,97.783,,,,15/9-F-11 B
18170,2005.5,73.6136,94.67,,,,15/9-F-11 B
18171,2005.6,73.6136,94.91,,,,15/9-F-11 B
18172,2005.7,73.6136,101.924,,,,15/9-F-11 B
18173,2005.8,73.6136,101.224,,,,15/9-F-11 B
18174,2005.9,73.6136,97.893,,,,15/9-F-11 B
18175,2006.0,73.6136,95.719,,,,15/9-F-11 B
18176,2006.1,73.6136,99.614,,,,15/9-F-11 B
18177,2006.2,73.6136,102.209,,,,15/9-F-11 B
18178,2006.3,73.6136,92.055,,,,15/9-F-11 B
18179,2006.4,73.6136,92.78,,,,15/9-F-11 B
18180,2006.5,73.6136,95.853,,,,15/9-F-11 B
18181,2006.6,73.6136,96.362,,,,15/9-F-11 B
18182,2006.7,73.6136,98.183,,,,15/9-F-11 B
18183,2006.8,73.6136,96.603,,,,15/9-F-11 B
18184,2006.9,73.6136,97.887,,,,15/9-F-11 B
18185,2007.0,73.6136,97.843,,,,15/9-F-11 B
18186,2007.1,73.6136,96.681,,,,15/9-F-11 B
18187,2007.2,73.6136,101.728,,,,15/9-F-11 B
18188,2007.3,73.6136,107.084,,,,15/9-F-11 B
18189,2007.4,73.6136,106.982,,,,15/9-F-11 B
18190,2007.5,73.6136,104.328,,,,15/9-F-11 B
18191,2007.6,73.6136,105.038,,,,15/9-F-11 B
18192,2007.7,73.6136,104.032,,,,15/9-F-11 B
18193,2007.8,73.6136,104.369,,,,15/9-F-11 B
18194,2007.9,73.6136,97.554,,,,15/9-F-11 B
18195,2008.0,73.6136,91.509,,,,15/9-F-11 B
18196,2008.1,73.6136,89.946,,,,15/9-F-11 B
18197,2008.2,73.6136,95.135,,,,15/9-F-11 B
18198,2008.3,73.6136,94.829,,,,15/9-F-11 B
18199,2008.4,73.6136,93.485,,,,15/9-F-11 B
18200,2008.5,73.6136,97.305,,,,15/9-F-11 B
18201,2008.6,73.6136,100.164,,,,15/9-F-11 B
18202,2008.7,73.6136,98.533,,,,15/9-F-11 B
18203,2008.8,73.6136,91.306,,,,15/9-F-11 B
18204,2008.9,73.6136,89.591,,,,15/9-F-11 B
18205,2009.0,73.6136,97.839,,,,15/9-F-11 B
18206,2009.1,73.6136,103.462,,,,15/9-F-11 B
18207,2009.2,73.6136,101.64,,,,15/9-F-11 B
18208,2009.3,73.6136,101.197,,,,15/9-F-11 B
18209,2009.4,73.6136,100.724,,,,15/9-F-11 B
18210,2009.5,73.6136,101.094,,,,15/9-F-11 B
18211,2009.6,73.6136,102.445,,,,15/9-F-11 B
18212,2009.7,73.6136,100.643,,,,15/9-F-11 B
18213,2009.8,73.6136,102.139,,,,15/9-F-11 B
18214,2009.9,73.6136,104.496,,,,15/9-F-11 B
18215,2010.0,73.6136,102.988,,,,15/9-F-11 B
18216,2010.1,73.6136,97.314,,,,15/9-F-11 B
18217,2010.2,73.6136,94.132,,,,15/9-F-11 B
18218,2010.3,73.6136,89.998,,,,15/9-F-11 B
18219,2010.4,73.6136,82.385,,,,15/9-F-11 B
18220,2010.5,73.6136,79.34,,,,15/9-F-11 B
18221,2010.6,73.6136,83.646,,,,15/9-F-11 B
18222,2010.7,73.6136,90.79,,,,15/9-F-11 B
18223,2010.8,73.6136,98.157,,,,15/9-F-11 B
18224,2010.9,73.6136,102.512,,,,15/9-F-11 B
18225,2011.0,73.6136,101.896,,,,15/9-F-11 B
18226,2011.1,73.6136,100.44,,,,15/9-F-11 B
18227,2011.2,73.6136,101.88,,,,15/9-F-11 B
18228,2011.3,73.6136,101.048,,,,15/9-F-11 B
18229,2011.4,73.6136,98.786,,,,15/9-F-11 B
18230,2011.5,73.6136,99.52,,,,15/9-F-11 B
18231,2011.6,73.6136,98.156,,,,15/9-F-11 B
18232,2011.7,73.6136,96.041,,,,15/9-F-11 B
18233,2011.8,73.6136,91.823,,,,15/9-F-11 B
18234,2011.9,73.6136,90.433,,,,15/9-F-11 B
18235,2012.0,73.6136,95.181,,,,15/9-F-11 B
18236,2012.1,73.6136,97.906,,,,15/9-F-11 B
18237,2012.2,73.6136,97.528,,,,15/9-F-11 B
18238,2012.3,73.6136,98.724,,,,15/9-F-11 B
18239,2012.4,73.6136,98.136,,,,15/9-F-11 B
18240,2012.5,73.6136,103.799,,,,15/9-F-11 B
18241,2012.6,73.6136,108.068,,,,15/9-F-11 B
18242,2012.7,73.6136,105.122,,,,15/9-F-11 B
18243,2012.8,73.6136,104.133,,,,15/9-F-11 B
18244,2012.9,73.6136,105.253,,,,15/9-F-11 B
18245,2013.0,73.6136,98.81,,,,15/9-F-11 B
18246,2013.1,73.6136,93.377,,,,15/9-F-11 B
18247,2013.2,73.6136,91.923,,,,15/9-F-11 B
18248,2013.3,73.6136,86.474,,,,15/9-F-11 B
18249,2013.4,73.6136,84.249,,,,15/9-F-11 B
18250,2013.5,73.6136,85.264,,,,15/9-F-11 B
18251,2013.6,73.6136,91.291,,,,15/9-F-11 B
18252,2013.7,73.6136,96.967,,,,15/9-F-11 B
18253,2013.8,73.6136,98.842,,,,15/9-F-11 B
18254,2013.9,73.6136,96.935,,,,15/9-F-11 B
18255,2014.0,73.6136,94.03,,,,15/9-F-11 B
18256,2014.1,73.6136,92.319,,,,15/9-F-11 B
18257,2014.2,73.6136,96.634,,,,15/9-F-11 B
18258,2014.3,73.6136,95.74,,,,15/9-F-11 B
18259,2014.4,73.6136,98.762,,,,15/9-F-11 B
18260,2014.5,73.6136,108.059,,,,15/9-F-11 B
18261,2014.6,73.6136,101.989,,,,15/9-F-11 B
18262,2014.7,73.6136,97.223,,,,15/9-F-11 B
18263,2014.8,73.6136,102.327,,,,15/9-F-11 B
18264,2014.9,73.6136,97.913,,,,15/9-F-11 B
18265,2015.0,73.6136,97.949,,,,15/9-F-11 B
18266,2015.1,73.6136,102.035,,,,15/9-F-11 B
18267,2015.2,73.6136,100.572,,,,15/9-F-11 B
18268,2015.3,73.6136,103.439,,,,15/9-F-11 B
18269,2015.4,73.6136,102.753,,,,15/9-F-11 B
18270,2015.5,73.6136,100.464,,,,15/9-F-11 B
18271,2015.6,73.6136,98.19,,,,15/9-F-11 B
18272,2015.7,73.6136,101.498,,,,15/9-F-11 B
18273,2015.8,73.6136,98.676,,,,15/9-F-11 B
18274,2015.9,73.6136,96.934,,,,15/9-F-11 B
18275,2016.0,73.6136,90.19,,,,15/9-F-11 B
18276,2016.1,73.6136,78.043,,,,15/9-F-11 B
18277,2016.2,73.6136,65.836,,,,15/9-F-11 B
18278,2016.3,73.6136,61.835,,,,15/9-F-11 B
18279,2016.4,73.6136,78.098,,,,15/9-F-11 B
18280,2016.5,73.6136,85.976,,,,15/9-F-11 B
18281,2016.6,73.6136,89.679,,,,15/9-F-11 B
18282,2016.7,73.6136,91.605,,,,15/9-F-11 B
18283,2016.8,73.6136,85.99,,,,15/9-F-11 B
18284,2016.9,73.6136,83.954,,,,15/9-F-11 B
18285,2017.0,73.6136,84.082,,,,15/9-F-11 B
18286,2017.1,73.6136,86.104,,,,15/9-F-11 B
18287,2017.2,73.6136,85.743,,,,15/9-F-11 B
18288,2017.3,73.6136,85.507,,,,15/9-F-11 B
18289,2017.4,73.6136,84.919,,,,15/9-F-11 B
18290,2017.5,73.6136,92.392,,,,15/9-F-11 B
18291,2017.6,73.6136,89.604,,,,15/9-F-11 B
18292,2017.7,73.6136,90.628,,,,15/9-F-11 B
18293,2017.8,73.6136,92.787,,,,15/9-F-11 B
18294,2017.9,73.6136,92.325,,,,15/9-F-11 B
18295,2018.0,73.6136,82.51,,,,15/9-F-11 B
18296,2018.1,73.6136,81.962,,,,15/9-F-11 B
18297,2018.2,73.6136,73.992,,,,15/9-F-11 B
18298,2018.3,73.6136,63.735,,,,15/9-F-11 B
18299,2018.4,73.6136,60.889,,,,15/9-F-11 B
18300,2018.5,73.6136,65.724,,,,15/9-F-11 B
18301,2018.6,73.6136,72.786,,,,15/9-F-11 B
18302,2018.7,73.6136,82.378,,,,15/9-F-11 B
18303,2018.8,73.6136,85.39,,,,15/9-F-11 B
18304,2018.9,73.6136,88.42,,,,15/9-F-11 B
18305,2019.0,73.6136,93.835,,,,15/9-F-11 B
18306,2019.1,73.6136,96.471,,,,15/9-F-11 B
18307,2019.2,73.6136,94.224,,,,15/9-F-11 B
18308,2019.3,73.6136,98.727,,,,15/9-F-11 B
18309,2019.4,73.6136,102.476,,,,15/9-F-11 B
18310,2019.5,73.6136,101.362,,,,15/9-F-11 B
18311,2019.6,73.6136,102.094,,,,15/9-F-11 B
18312,2019.7,73.6136,102.004,,,,15/9-F-11 B
18313,2019.8,73.6136,100.225,,,,15/9-F-11 B
18314,2019.9,73.6136,101.33,,,,15/9-F-11 B
18315,2020.0,73.6136,100.011,,,,15/9-F-11 B
18316,2020.1,73.6136,101.003,,,,15/9-F-11 B
18317,2020.2,73.6136,99.917,,,,15/9-F-11 B
18318,2020.3,73.6136,96.849,,,,15/9-F-11 B
18319,2020.4,73.6136,99.262,,,,15/9-F-11 B
18320,2020.5,73.6136,98.055,,,,15/9-F-11 B
18321,2020.6,73.6136,97.988,,,,15/9-F-11 B
18322,2020.7,73.6136,98.635,,,,15/9-F-11 B
18323,2020.8,73.6136,94.092,,,,15/9-F-11 B
18324,2020.9,73.6136,92.512,,,,15/9-F-11 B
18325,2021.0,73.6136,93.878,,,,15/9-F-11 B
18326,2021.1,73.6136,91.668,,,,15/9-F-11 B
18327,2021.2,73.6136,93.889,,,,15/9-F-11 B
18328,2021.3,73.6136,91.657,,,,15/9-F-11 B
18329,2021.4,73.6136,85.616,,,,15/9-F-11 B
18330,2021.5,73.6136,88.493,,,,15/9-F-11 B
18331,2021.6,73.6136,84.889,,,,15/9-F-11 B
18332,2021.7,73.6136,87.284,,,,15/9-F-11 B
18333,2021.8,73.6136,88.438,,,,15/9-F-11 B
18334,2021.9,73.6136,91.127,,,,15/9-F-11 B
18335,2022.0,73.6136,89.029,,,,15/9-F-11 B
18336,2022.1,73.6136,86.797,,,,15/9-F-11 B
18337,2022.2,73.6136,83.07,,,,15/9-F-11 B
18338,2022.3,73.6136,85.141,,,,15/9-F-11 B
18339,2022.4,73.6136,81.342,,,,15/9-F-11 B
18340,2022.5,73.6136,77.771,,,,15/9-F-11 B
18341,2022.6,73.6136,83.17,,,,15/9-F-11 B
18342,2022.7,73.6136,89.611,,,,15/9-F-11 B
18343,2022.8,73.6136,89.858,,,,15/9-F-11 B
18344,2022.9,73.6136,88.363,,,,15/9-F-11 B
18345,2023.0,73.6136,87.886,,,,15/9-F-11 B
18346,2023.1,73.6136,85.184,,,,15/9-F-11 B
18347,2023.2,73.6136,81.657,,,,15/9-F-11 B
18348,2023.3,73.6136,79.455,,,,15/9-F-11 B
18349,2023.4,73.6136,80.718,,,,15/9-F-11 B
18350,2023.5,73.6136,81.8,,,,15/9-F-11 B
18351,2023.6,73.6136,83.825,,,,15/9-F-11 B
18352,2023.7,73.6136,84.082,,,,15/9-F-11 B
18353,2023.8,73.6136,80.305,,,,15/9-F-11 B
18354,2023.9,73.6136,77.083,,,,15/9-F-11 B
18355,2024.0,73.6136,80.711,,,,15/9-F-11 B
18356,2024.1,73.6136,83.557,,,,15/9-F-11 B
18357,2024.2,73.6136,78.456,,,,15/9-F-11 B
18358,2024.3,73.6136,78.603,,,,15/9-F-11 B
18359,2024.4,73.6136,82.482,,,,15/9-F-11 B
18360,2024.5,73.6136,84.066,,,,15/9-F-11 B
18361,2024.6,73.6136,84.738,,,,15/9-F-11 B
18362,2024.7,73.6136,83.019,,,,15/9-F-11 B
18363,2024.8,73.6136,82.107,,,,15/9-F-11 B
18364,2024.9,73.6136,83.232,,,,15/9-F-11 B
18365,2025.0,73.6136,82.478,,,,15/9-F-11 B
18366,2025.1,73.6136,80.68,,,,15/9-F-11 B
18367,2025.2,73.6136,80.571,,,,15/9-F-11 B
18368,2025.3,73.6136,79.756,,,,15/9-F-11 B
18369,2025.4,73.6136,79.353,,,,15/9-F-11 B
18370,2025.5,73.6136,78.413,,,,15/9-F-11 B
18371,2025.6,73.6136,83.05,,,,15/9-F-11 B
18372,2025.7,73.6136,89.867,,,,15/9-F-11 B
18373,2025.8,73.6136,87.962,,,,15/9-F-11 B
18374,2025.9,73.6136,85.236,,,,15/9-F-11 B
18375,2026.0,73.6136,84.439,,,,15/9-F-11 B
18376,2026.1,73.6136,89.46,,,,15/9-F-11 B
18377,2026.2,73.6136,90.008,,,,15/9-F-11 B
18378,2026.3,73.6136,87.453,,,,15/9-F-11 B
18379,2026.4,73.6136,84.893,,,,15/9-F-11 B
18380,2026.5,73.6136,83.455,,,,15/9-F-11 B
18381,2026.6,73.6136,83.915,,,,15/9-F-11 B
18382,2026.7,73.6136,77.28,,,,15/9-F-11 B
18383,2026.8,73.6136,72.226,,,,15/9-F-11 B
18384,2026.9,73.6136,74.094,,,,15/9-F-11 B
18385,2027.0,73.6136,74.095,,,,15/9-F-11 B
18386,2027.1,73.6136,72.933,,,,15/9-F-11 B
18387,2027.2,73.6136,72.719,,,,15/9-F-11 B
18388,2027.3,73.6136,69.663,,,,15/9-F-11 B
18389,2027.4,73.6136,67.512,,,,15/9-F-11 B
18390,2027.5,73.6136,68.209,,,,15/9-F-11 B
18391,2027.6,73.6136,69.023,,,,15/9-F-11 B
18392,2027.7,73.6136,65.89,,,,15/9-F-11 B
18393,2027.8,73.6136,70.643,,,,15/9-F-11 B
18394,2027.9,73.6136,71.299,,,,15/9-F-11 B
18395,2028.0,73.6136,67.394,,,,15/9-F-11 B
18396,2028.1,73.6136,70.466,,,,15/9-F-11 B
18397,2028.2,73.6136,66.075,,,,15/9-F-11 B
18398,2028.3,73.6136,62.898,,,,15/9-F-11 B
18399,2028.4,73.6136,65.233,,,,15/9-F-11 B
18400,2028.5,73.6136,73.882,,,,15/9-F-11 B
18401,2028.6,73.6136,74.42,,,,15/9-F-11 B
18402,2028.7,73.6136,70.245,,,,15/9-F-11 B
18403,2028.8,73.6136,73.133,,,,15/9-F-11 B
18404,2028.9,73.6136,70.518,,,,15/9-F-11 B
18405,2029.0,73.6136,71.3,,,,15/9-F-11 B
18406,2029.1,73.6136,72.236,,,,15/9-F-11 B
18407,2029.2,73.6136,70.681,,,,15/9-F-11 B
18408,2029.3,73.6136,68.153,,,,15/9-F-11 B
18409,2029.4,73.6136,63.136,,,,15/9-F-11 B
18410,2029.5,73.6136,65.783,,,,15/9-F-11 B
18411,2029.6,73.6136,71.262,,,,15/9-F-11 B
18412,2029.7,73.6136,74.183,,,,15/9-F-11 B
18413,2029.8,73.6136,74.201,,,,15/9-F-11 B
18414,2029.9,73.6136,69.688,,,,15/9-F-11 B
18415,2030.0,73.6136,65.111,,,,15/9-F-11 B
18416,2030.1,73.6136,63.999,,,,15/9-F-11 B
18417,2030.2,73.6136,68.987,,,,15/9-F-11 B
18418,2030.3,73.6136,71.835,,,,15/9-F-11 B
18419,2030.4,73.6136,71.995,,,,15/9-F-11 B
18420,2030.5,73.6136,75.087,,,,15/9-F-11 B
18421,2030.6,73.6136,76.959,,,,15/9-F-11 B
18422,2030.7,73.6136,75.569,,,,15/9-F-11 B
18423,2030.8,73.6136,73.363,,,,15/9-F-11 B
18424,2030.9,73.6136,69.541,,,,15/9-F-11 B
18425,2031.0,73.6136,71.355,,,,15/9-F-11 B
18426,2031.1,73.6136,72.279,,,,15/9-F-11 B
18427,2031.2,73.6136,73.563,,,,15/9-F-11 B
18428,2031.3,73.6136,73.406,,,,15/9-F-11 B
18429,2031.4,73.6136,73.128,,,,15/9-F-11 B
18430,2031.5,73.6136,74.041,,,,15/9-F-11 B
18431,2031.6,73.6136,76.153,,,,15/9-F-11 B
18432,2031.7,73.6136,76.975,,,,15/9-F-11 B
18433,2031.8,73.6136,75.675,,,,15/9-F-11 B
18434,2031.9,73.6136,70.52,,,,15/9-F-11 B
18435,2032.0,73.6136,69.792,,,,15/9-F-11 B
18436,2032.1,73.6136,63.585,,,,15/9-F-11 B
18437,2032.2,73.6136,62.847,,,,15/9-F-11 B
18438,2032.3,73.6136,67.286,,,,15/9-F-11 B
18439,2032.4,73.6136,66.383,,,,15/9-F-11 B
18440,2032.5,73.6136,69.023,,,,15/9-F-11 B
18441,2032.6,73.6136,69.933,,,,15/9-F-11 B
18442,2032.7,73.6136,73.863,,,,15/9-F-11 B
18443,2032.8,73.6136,70.76,,,,15/9-F-11 B
18444,2032.9,73.6136,69.06,,,,15/9-F-11 B
18445,2033.0,73.6136,68.803,,,,15/9-F-11 B
18446,2033.1,73.6136,71.507,,,,15/9-F-11 B
18447,2033.2,73.6136,70.908,,,,15/9-F-11 B
18448,2033.3,73.6136,72.345,,,,15/9-F-11 B
18449,2033.4,73.6136,72.268,,,,15/9-F-11 B
18450,2033.5,73.6136,72.233,,,,15/9-F-11 B
18451,2033.6,73.6136,76.997,,,,15/9-F-11 B
18452,2033.7,73.6136,76.145,,,,15/9-F-11 B
18453,2033.8,73.6136,71.449,,,,15/9-F-11 B
18454,2033.9,73.6136,70.343,,,,15/9-F-11 B
18455,2034.0,73.6136,67.205,,,,15/9-F-11 B
18456,2034.1,73.6136,65.321,,,,15/9-F-11 B
18457,2034.2,73.6136,69.937,,,,15/9-F-11 B
18458,2034.3,73.6136,73.679,,,,15/9-F-11 B
18459,2034.4,73.6136,73.859,,,,15/9-F-11 B
18460,2034.5,73.6136,73.839,,,,15/9-F-11 B
18461,2034.6,73.6136,71.985,,,,15/9-F-11 B
18462,2034.7,73.6136,70.995,,,,15/9-F-11 B
18463,2034.8,73.6136,72.235,,,,15/9-F-11 B
18464,2034.9,73.6136,68.867,,,,15/9-F-11 B
18465,2035.0,73.6136,71.003,,,,15/9-F-11 B
18466,2035.1,73.6136,71.579,,,,15/9-F-11 B
18467,2035.2,73.6136,69.425,,,,15/9-F-11 B
18468,2035.3,73.6136,72.466,,,,15/9-F-11 B
18469,2035.4,73.6136,74.04,,,,15/9-F-11 B
18470,2035.5,73.6136,70.276,,,,15/9-F-11 B
18471,2035.6,73.6136,73.789,,,,15/9-F-11 B
18472,2035.7,73.6136,72.685,,,,15/9-F-11 B
18473,2035.8,73.6136,72.065,,,,15/9-F-11 B
18474,2035.9,73.6136,71.625,,,,15/9-F-11 B
18475,2036.0,73.6136,70.643,,,,15/9-F-11 B
18476,2036.1,73.6136,68.205,,,,15/9-F-11 B
18477,2036.2,73.6136,72.425,,,,15/9-F-11 B
18478,2036.3,73.6136,76.496,,,,15/9-F-11 B
18479,2036.4,73.6136,74.265,,,,15/9-F-11 B
18480,2036.5,73.6136,71.739,,,,15/9-F-11 B
18481,2036.6,73.6136,75.917,,,,15/9-F-11 B
18482,2036.7,73.6136,76.764,,,,15/9-F-11 B
18483,2036.8,73.6136,76.859,,,,15/9-F-11 B
18484,2036.9,73.6136,72.501,,,,15/9-F-11 B
18485,2037.0,73.6136,72.032,,,,15/9-F-11 B
18486,2037.1,73.6136,72.904,,,,15/9-F-11 B
18487,2037.2,73.6136,74.265,,,,15/9-F-11 B
18488,2037.3,73.6136,73.836,,,,15/9-F-11 B
18489,2037.4,73.6136,72.651,,,,15/9-F-11 B
18490,2037.5,73.6136,67.227,,,,15/9-F-11 B
18491,2037.6,73.6136,64.279,,,,15/9-F-11 B
18492,2037.7,73.6136,67.172,,,,15/9-F-11 B
18493,2037.8,73.6136,69.968,,,,15/9-F-11 B
18494,2037.9,73.6136,72.555,,,,15/9-F-11 B
18495,2038.0,73.6136,77.52,,,,15/9-F-11 B
18496,2038.1,73.6136,80.04,,,,15/9-F-11 B
18497,2038.2,73.6136,80.853,,,,15/9-F-11 B
18498,2038.3,73.6136,74.391,,,,15/9-F-11 B
18499,2038.4,73.6136,74.045,,,,15/9-F-11 B
18500,2038.5,73.6136,73.246,,,,15/9-F-11 B
